gene_id	name	product
BPDNLCFA_01854	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
BPDNLCFA_01926	msrB_1	Peptide methionine sulfoxide reductase MsrB
BPDNLCFA_01927	msrA_2	Peptide methionine sulfoxide reductase MsrA
BPDNLCFA_01990	sufS	Cysteine desulfurase
BPDNLCFA_01992	csdE	Sulfur acceptor protein CsdE
BPDNLCFA_01993	nifD	Nitrogenase molybdenum-iron protein alpha chain
BPDNLCFA_01994	nifK_1	Nitrogenase molybdenum-iron protein beta chain
BPDNLCFA_01996	nifK_2	Nitrogenase molybdenum-iron protein beta chain
BPDNLCFA_02007	nifS	Cysteine desulfurase NifS
BPDNLCFA_02029	glpE	Thiosulfate sulfurtransferase GlpE
BPDNLCFA_02031	nifH	Nitrogenase iron protein
BPDNLCFA_02077	bchL	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
BPDNLCFA_02093	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
BPDNLCFA_02117	dmsA_2	Dimethyl sulfoxide reductase DmsA
BPDNLCFA_02146	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_02153	dorA	Dimethyl sulfoxide/trimethylamine N-oxide reductase
BPDNLCFA_02264	tusA	Sulfur carrier protein TusA
BPDNLCFA_02305	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_02307	ssuA_1	Putative aliphatic sulfonates-binding protein
BPDNLCFA_02332	moaD	Molybdopterin synthase sulfur carrier subunit
BPDNLCFA_02430	ssuC_4	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_02437	ssuC_5	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_02524	dsbD_1	Thiol:disulfide interchange protein DsbD
BPDNLCFA_02528	soxA_2	L-cysteine S-thiosulfotransferase subunit SoxA
BPDNLCFA_02536	fccB_1	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
BPDNLCFA_02537	fccB_2	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
BPDNLCFA_02540	dsbD_2	Thiol:disulfide interchange protein DsbD
BPDNLCFA_02553	cysH	Phosphoadenosine phosphosulfate reductase
BPDNLCFA_02554	cysD	Sulfate adenylyltransferase subunit 2
BPDNLCFA_02556	sir_2	Sulfite reductase [ferredoxin]
BPDNLCFA_02558	ssuA_2	Putative aliphatic sulfonates-binding protein
BPDNLCFA_02561	msuD	Methanesulfonate monooxygenase
BPDNLCFA_02562	ssuA_3	Putative aliphatic sulfonates-binding protein
BPDNLCFA_02698	tlpA	Thiol:disulfide interchange protein TlpA
BPDNLCFA_02707	ssuC_6	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_02721	dsbB_1	Disulfide bond formation protein B
BPDNLCFA_02726	yghU	Disulfide-bond oxidoreductase YghU
BPDNLCFA_02740	fieF	Ferrous-iron efflux pump FieF
BPDNLCFA_02750	cysA_1	Sulfate/thiosulfate import ATP-binding protein CysA
BPDNLCFA_02856	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BPDNLCFA_02857	yedZ1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BPDNLCFA_02861	czcB	Cobalt-zinc-cadmium resistance protein CzcB
BPDNLCFA_02863	czcD_1	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
BPDNLCFA_02867	sdhB	Succinate dehydrogenase iron-sulfur subunit
BPDNLCFA_02889	cycY	Thiol:disulfide interchange protein CycY
BPDNLCFA_02897	pitA_2	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
BPDNLCFA_02909	rhdA	Thiosulfate sulfurtransferase
BPDNLCFA_02972	BPDNLCFA_02972	O-acetyl-L-homoserine sulfhydrylase
BPDNLCFA_03151	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB
BPDNLCFA_03228	yihV_1	Sulfofructose kinase
BPDNLCFA_03356	BPDNLCFA_03356	putative periplasmic iron-binding protein
BPDNLCFA_03382	BPDNLCFA_03382	6-deoxy-6-sulfo-D-gluconate dehydratase
BPDNLCFA_03406	paoA_2	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
BPDNLCFA_03457	czcC_1	Cobalt-zinc-cadmium resistance protein CzcC
BPDNLCFA_03459	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
BPDNLCFA_03463	zntA_1	Zinc/cadmium/lead-transporting P-type ATPase
BPDNLCFA_03581	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
BPDNLCFA_03592	dsbD_3	Thiol:disulfide interchange protein DsbD
BPDNLCFA_03623	ssuD	Alkanesulfonate monooxygenase
BPDNLCFA_03636	ssuC_7	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_03666	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
BPDNLCFA_03843	cysA_2	Sulfate/thiosulfate import ATP-binding protein CysA
BPDNLCFA_03874	zntB	Zinc transport protein ZntB
BPDNLCFA_03939	ricR_2	Copper-sensing transcriptional repressor RicR
BPDNLCFA_03951	zntA_2	Zinc/cadmium/lead-transporting P-type ATPase
BPDNLCFA_03954	czcA_4	Cobalt-zinc-cadmium resistance protein CzcA
BPDNLCFA_03956	czcC_2	Cobalt-zinc-cadmium resistance protein CzcC
BPDNLCFA_03963	ftsH_3	ATP-dependent zinc metalloprotease FtsH
BPDNLCFA_03969	soxA_3	L-cysteine S-thiosulfotransferase subunit SoxA
BPDNLCFA_03973	fccB_3	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
BPDNLCFA_03998	zur_1	Zinc uptake regulation protein
BPDNLCFA_04026	BPDNLCFA_04026	Sulfurtransferase
BPDNLCFA_04067	BPDNLCFA_04067	Iron-sulfur cluster carrier protein
BPDNLCFA_04107	paoA_3	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
BPDNLCFA_04148	zur_2	Zinc uptake regulation protein
BPDNLCFA_04255	fdhD_1	Sulfur carrier protein FdhD
BPDNLCFA_04303	msrB_2	Peptide methionine sulfoxide reductase MsrB
BPDNLCFA_04319	dsbB_2	Disulfide bond formation protein B
BPDNLCFA_04457	egtC	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
BPDNLCFA_04464	ricR_3	Copper-sensing transcriptional repressor RicR
BPDNLCFA_04530	ssuC_8	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_04531	ssuB_4	Aliphatic sulfonates import ATP-binding protein SsuB
BPDNLCFA_04593	ftsH_4	ATP-dependent zinc metalloprotease FtsH
BPDNLCFA_04676	sufE	Cysteine desulfuration protein SufE
BPDNLCFA_04778	cysA_3	Sulfate/thiosulfate import ATP-binding protein CysA
BPDNLCFA_04868	ftsH_5	ATP-dependent zinc metalloprotease FtsH
BPDNLCFA_04922	ssuC_9	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_05021	cysW_1	Sulfate transport system permease protein CysW
BPDNLCFA_05022	cysT_1	Sulfate transport system permease protein CysT
BPDNLCFA_05023	cysP	Thiosulfate-binding protein
BPDNLCFA_05026	sir_3	Sulfite reductase [ferredoxin]
BPDNLCFA_05028	sbp	Sulfate-binding protein
BPDNLCFA_05029	cysT_2	Sulfate transport system permease protein CysT
BPDNLCFA_05030	cysW_2	Sulfate transport system permease protein CysW
BPDNLCFA_05031	cysA_4	Sulfate/thiosulfate import ATP-binding protein CysA
BPDNLCFA_05154	cysK1	O-acetylserine sulfhydrylase
BPDNLCFA_05180	frdB	Fumarate reductase iron-sulfur subunit
BPDNLCFA_05264	BPDNLCFA_05264	4-sulfomuconolactone hydrolase
BPDNLCFA_05308	tsaM1	Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
BPDNLCFA_05315	sseA	3-mercaptopyruvate sulfurtransferase
BPDNLCFA_05361	petA_1	Ubiquinol-cytochrome c reductase iron-sulfur subunit
BPDNLCFA_05366	czcD_4	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
BPDNLCFA_05417	petA_2	Ubiquinol-cytochrome c reductase iron-sulfur subunit
BPDNLCFA_05465	fdhD_2	Sulfur carrier protein FdhD
BPDNLCFA_05488	ftsH_6	ATP-dependent zinc metalloprotease FtsH
BPDNLCFA_05618	ssuC_10	Putative aliphatic sulfonates transport permease protein SsuC
BPDNLCFA_05681	yfcG_4	Disulfide-bond oxidoreductase YfcG
BPDNLCFA_05691	yihV_2	Sulfofructose kinase
PNAECJLJ_00013	sufS	Cysteine desulfurase SufS
PNAECJLJ_00014	sufU	Zinc-dependent sulfurtransferase SufU
PNAECJLJ_00130	iscS	Cysteine desulfurase IscS
PNAECJLJ_00188	dsbD_1	Thiol:disulfide interchange protein DsbD
PNAECJLJ_00262	pitA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
PNAECJLJ_00314	PNAECJLJ_00314	6-deoxy-6-sulfogluconolactonase
PNAECJLJ_00344	copA_1	Copper-exporting P-type ATPase
PNAECJLJ_00361	cysM	O-phosphoserine sulfhydrylase
PNAECJLJ_00429	efeU	Ferrous iron permease EfeU
PNAECJLJ_00435	ricR	Copper-sensing transcriptional repressor RicR
PNAECJLJ_00438	copA_2	Copper-exporting P-type ATPase
PNAECJLJ_00515	PNAECJLJ_00515	Sulfide-quinone reductase
PNAECJLJ_00518	dsbD_2	Thiol:disulfide interchange protein DsbD
PNAECJLJ_00523	resA_1	Thiol-disulfide oxidoreductase ResA
PNAECJLJ_00617	fdnH	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
PNAECJLJ_00626	glpE	Thiosulfate sulfurtransferase GlpE
PNAECJLJ_00756	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PNAECJLJ_00766	ftsH_1	ATP-dependent zinc metalloprotease FtsH
PNAECJLJ_00787	PNAECJLJ_00787	Iron-sulfur cluster carrier protein
PNAECJLJ_00811	resA_2	Thiol-disulfide oxidoreductase ResA
PNAECJLJ_00814	msrB	Peptide methionine sulfoxide reductase MsrB
PNAECJLJ_00815	nifS	Cysteine desulfurase NifS
PNAECJLJ_00817	mrp_1	Iron-sulfur cluster carrier protein
PNAECJLJ_00997	cysC	Adenylyl-sulfate kinase
PNAECJLJ_01001	cysD	Sulfate adenylyltransferase subunit 2
PNAECJLJ_01019	cysH	putative phosphoadenosine phosphosulfate reductase
PNAECJLJ_01020	sir	Sulfite reductase [ferredoxin]
PNAECJLJ_01057	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
PNAECJLJ_01128	msrA	Peptide methionine sulfoxide reductase MsrA
PNAECJLJ_01228	nifH	Nitrogenase iron protein
PNAECJLJ_01305	rip1	Zinc metalloprotease Rip1
PNAECJLJ_01345	sseA	Putative thiosulfate sulfurtransferase SseA
PNAECJLJ_01352	PNAECJLJ_01352	putative zinc protease
PNAECJLJ_01476	fdhD	Sulfur carrier protein FdhD
PNAECJLJ_01621	ttuD	Sulfur carrier protein TtuD
PNAECJLJ_01792	PNAECJLJ_01792	Putative thiosulfate sulfurtransferase
PNAECJLJ_01812	soxR	Redox-sensitive transcriptional activator SoxR
PNAECJLJ_01848	cysO	Sulfur carrier protein CysO
PNAECJLJ_01955	PNAECJLJ_01955	putative zinc-binding alcohol dehydrogenase
PNAECJLJ_01983	yihU	3-sulfolactaldehyde reductase
PNAECJLJ_02014	PNAECJLJ_02014	Sulfurtransferase
PNAECJLJ_02133	PNAECJLJ_02133	Iron-sulfur cluster carrier protein
PNAECJLJ_02350	resA_3	Thiol-disulfide oxidoreductase ResA
PNAECJLJ_02513	fadF	putative iron-sulfur-binding oxidoreductase FadF
PNAECJLJ_02566	erpA	Iron-sulfur cluster insertion protein ErpA
PNAECJLJ_02568	mrp_2	Iron-sulfur cluster carrier protein
PNAECJLJ_02584	ftsH_2	ATP-dependent zinc metalloprotease FtsH
PNAECJLJ_02617	ftsH_3	ATP-dependent zinc metalloprotease FtsH
LIIEOLJF_00087	LIIEOLJF_00087	putative zinc-binding alcohol dehydrogenase
LIIEOLJF_00123	LIIEOLJF_00123	N-acetylgalactosamine-6-O-sulfatase
LIIEOLJF_00169	cycY	Thiol:disulfide interchange protein CycY
LIIEOLJF_00337	yfcG_1	Disulfide-bond oxidoreductase YfcG
LIIEOLJF_00478	copA_1	putative copper-importing P-type ATPase A
LIIEOLJF_00648	cuyA	L-cysteate sulfo-lyase
LIIEOLJF_00675	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
LIIEOLJF_00688	dsbD_1	Thiol:disulfide interchange protein DsbD
LIIEOLJF_00699	msrA_1	Peptide methionine sulfoxide reductase MsrA
LIIEOLJF_00777	LIIEOLJF_00777	N-acetylgalactosamine-6-O-sulfatase
LIIEOLJF_00804	metZ	O-succinylhomoserine sulfhydrylase
LIIEOLJF_00824	ytfE	Iron-sulfur cluster repair protein YtfE
LIIEOLJF_00892	sufE	Cysteine desulfuration protein SufE
LIIEOLJF_00965	dsbB	Disulfide bond formation protein B
LIIEOLJF_01041	thiS	Sulfur carrier protein ThiS
LIIEOLJF_01250	sseA	3-mercaptopyruvate sulfurtransferase
LIIEOLJF_01324	czcD_1	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
LIIEOLJF_01337	LIIEOLJF_01337	Sulfide-quinone reductase
LIIEOLJF_01428	resA	Thiol-disulfide oxidoreductase ResA
LIIEOLJF_01600	zur	Zinc uptake regulation protein
LIIEOLJF_01617	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LIIEOLJF_01643	LIIEOLJF_01643	Iron-sulfur cluster carrier protein
LIIEOLJF_01693	LIIEOLJF_01693	Iron-sulfur cluster carrier protein
LIIEOLJF_01707	msrB_1	Peptide methionine sulfoxide reductase MsrB
LIIEOLJF_01756	sir	Sulfite reductase [ferredoxin]
LIIEOLJF_01758	cysH	Phosphoadenosine phosphosulfate reductase
LIIEOLJF_01761	yfcG_2	Disulfide-bond oxidoreductase YfcG
LIIEOLJF_01795	fieF	Ferrous-iron efflux pump FieF
LIIEOLJF_01895	cysA	Sulfate/thiosulfate import ATP-binding protein CysA
LIIEOLJF_01896	cysW	Sulfate transport system permease protein CysW
LIIEOLJF_01897	cysT	Sulfate transport system permease protein CysT
LIIEOLJF_02250	tusA	Sulfur carrier protein TusA
LIIEOLJF_02286	actP	Copper-transporting P-type ATPase
LIIEOLJF_02374	nifS	Cysteine desulfurase NifS
LIIEOLJF_02379	sufS	Cysteine desulfurase
LIIEOLJF_02381	iscA	Iron-binding protein IscA
LIIEOLJF_02450	msrB_2	Peptide methionine sulfoxide reductase MsrB
LIIEOLJF_02605	sbp_1	Sulfate-binding protein
LIIEOLJF_02755	copA_2	Copper resistance protein A
LIIEOLJF_02756	copB	Copper resistance protein B
LIIEOLJF_02911	sdhB	Succinate dehydrogenase iron-sulfur subunit
LIIEOLJF_03124	erpA	Iron-sulfur cluster insertion protein ErpA
LIIEOLJF_03198	LIIEOLJF_03198	putative zinc protease
LIIEOLJF_03329	yghU	Disulfide-bond oxidoreductase YghU
LIIEOLJF_03352	LIIEOLJF_03352	Iron-sulfur cluster carrier protein
LIIEOLJF_03473	czcD_2	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
LIIEOLJF_03517	sbp_2	Sulfate-binding protein
LIIEOLJF_03552	msrA_2	Peptide methionine sulfoxide reductase MsrA
LIIEOLJF_03563	yfcG_3	Disulfide-bond oxidoreductase YfcG
LIIEOLJF_03747	dsbD_2	Thiol:disulfide interchange protein DsbD
LIIEOLJF_03786	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
LIIEOLJF_03831	copA_3	Copper resistance protein A
CDNDMBFE_00116	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
CDNDMBFE_00168	CDNDMBFE_00168	putative zinc protease
CDNDMBFE_00170	CDNDMBFE_00170	putative zinc protease
CDNDMBFE_00185	petC	Cytochrome b6-f complex iron-sulfur subunit
CDNDMBFE_00213	iscU_1	Iron-sulfur cluster assembly scaffold protein IscU
CDNDMBFE_00214	sufS_1	Cysteine desulfurase
CDNDMBFE_00545	copA	Copper-exporting P-type ATPase
CDNDMBFE_00609	CDNDMBFE_00609	6-deoxy-6-sulfogluconolactonase
CDNDMBFE_00654	rip3	Putative zinc metalloprotease Rip3
CDNDMBFE_00724	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
CDNDMBFE_00749	erpA	Iron-sulfur cluster insertion protein ErpA
CDNDMBFE_00872	safD	Sulfoacetaldehyde dehydrogenase
CDNDMBFE_00877	sufS_2	Cysteine desulfurase SufS
CDNDMBFE_00888	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
CDNDMBFE_00939	sauU_1	putative sulfoacetate transporter SauU
CDNDMBFE_00942	CDNDMBFE_00942	2-dehydro-3%2C6-dideoxy-6-sulfogluconate aldolase
CDNDMBFE_01012	msrA	Peptide methionine sulfoxide reductase MsrA
CDNDMBFE_01030	CDNDMBFE_01030	Iron-sulfur cluster carrier protein
CDNDMBFE_01042	frdB	Fumarate reductase iron-sulfur subunit
CDNDMBFE_01210	zupT	Zinc transporter ZupT
CDNDMBFE_01211	iscU_2	Iron-sulfur cluster assembly scaffold protein IscU
CDNDMBFE_01272	betC	Choline-sulfatase
CDNDMBFE_01309	yihV	Sulfofructose kinase
CDNDMBFE_01394	dsbD	Thiol:disulfide interchange protein DsbD
CDNDMBFE_01396	resA_1	Thiol-disulfide oxidoreductase ResA
CDNDMBFE_01475	CDNDMBFE_01475	putative zinc protease
CDNDMBFE_01478	chuR_1	Anaerobic sulfatase-maturating enzyme
CDNDMBFE_01611	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
CDNDMBFE_01712	iscS	Cysteine desulfurase IscS
CDNDMBFE_01736	CDNDMBFE_01736	Arylsulfatase
CDNDMBFE_01831	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
CDNDMBFE_01866	chuR_2	Anaerobic sulfatase-maturating enzyme
CDNDMBFE_01903	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
CDNDMBFE_01975	fieF_1	Ferrous-iron efflux pump FieF
CDNDMBFE_02082	csoR	Copper-sensing transcriptional repressor CsoR
CDNDMBFE_02134	czcC_1	Cobalt-zinc-cadmium resistance protein CzcC
CDNDMBFE_02143	asrB	Anaerobic sulfite reductase subunit B
CDNDMBFE_02198	nifS	Cysteine desulfurase NifS
CDNDMBFE_02265	tsdA	Thiosulfate dehydrogenase
CDNDMBFE_02279	sauU_2	putative sulfoacetate transporter SauU
CDNDMBFE_02422	sauU_3	putative sulfoacetate transporter SauU
CDNDMBFE_02594	CDNDMBFE_02594	Ulvan-active sulfatase
CDNDMBFE_02677	resA_2	Thiol-disulfide oxidoreductase ResA
CDNDMBFE_02703	sir_1	Sulfite reductase [ferredoxin]
CDNDMBFE_02704	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component
CDNDMBFE_02801	cysA	Putative thiosulfate sulfurtransferase
CDNDMBFE_02835	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
CDNDMBFE_02841	CDNDMBFE_02841	Ulvan-active sulfatase
CDNDMBFE_02963	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
CDNDMBFE_03111	sir_2	Sulfite reductase [ferredoxin]
CDNDMBFE_03169	CDNDMBFE_03169	Ulvan-active sulfatase
CDNDMBFE_03312	sqr	Sulfide-quinone reductase
CDNDMBFE_03314	fieF_2	Ferrous-iron efflux pump FieF
CDNDMBFE_03361	cysO	Sulfur carrier protein CysO
CDNDMBFE_03362	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
CDNDMBFE_03378	czcC_2	Cobalt-zinc-cadmium resistance protein CzcC
CDNDMBFE_03379	czcB	Cobalt-zinc-cadmium resistance protein CzcB
CDNDMBFE_03522	ftsH	ATP-dependent zinc metalloprotease FtsH
AECKFGDM_00013	ttuA	tRNA-5-methyluridine(54) 2-sulfurtransferase
AECKFGDM_00034	nifS	Cysteine desulfurase NifS
AECKFGDM_00037	iscA	Iron-binding protein IscA
AECKFGDM_00042	nifK_1	Nitrogenase molybdenum-iron protein beta chain
AECKFGDM_00043	nifD_1	Nitrogenase molybdenum-iron protein alpha chain
AECKFGDM_00044	nifK_2	Nitrogenase molybdenum-iron protein beta chain
AECKFGDM_00045	nifD_2	Nitrogenase molybdenum-iron protein alpha chain
AECKFGDM_00046	nifH	Nitrogenase iron protein
AECKFGDM_00097	erpA_1	Iron-sulfur cluster insertion protein ErpA
AECKFGDM_00126	petC_1	Cytochrome b6-f complex iron-sulfur subunit
AECKFGDM_00151	iscS_1	Cysteine desulfurase IscS
AECKFGDM_00243	AECKFGDM_00243	Sulfurtransferase
AECKFGDM_00275	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
AECKFGDM_00284	tusA	Sulfur carrier protein TusA
AECKFGDM_00294	sat	Sulfate adenylyltransferase
AECKFGDM_00295	aprB	Adenylylsulfate reductase subunit beta
AECKFGDM_00296	aprA	Adenylylsulfate reductase subunit alpha
AECKFGDM_00302	iscS_2	Cysteine desulfurase IscS
AECKFGDM_00303	iscU	Iron-sulfur cluster assembly scaffold protein IscU
AECKFGDM_00304	erpA_2	Iron-sulfur cluster insertion protein ErpA
AECKFGDM_00310	apbC_1	Iron-sulfur cluster carrier protein
AECKFGDM_00440	tsdA_1	Thiosulfate dehydrogenase
AECKFGDM_00559	resA_1	Thiol-disulfide oxidoreductase ResA
AECKFGDM_00560	resA_2	Thiol-disulfide oxidoreductase ResA
AECKFGDM_00657	ttuC	Sulfur carrier protein adenylyltransferase
AECKFGDM_00659	cysO	Sulfur carrier protein CysO
AECKFGDM_00661	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
AECKFGDM_00698	AECKFGDM_00698	putative zinc protease
AECKFGDM_00708	petC_2	Cytochrome b6-f complex iron-sulfur subunit
AECKFGDM_00720	zur	Zinc uptake regulation protein
AECKFGDM_00831	ftsH_1	ATP-dependent zinc metalloprotease FtsH
AECKFGDM_00842	msrB	Peptide methionine sulfoxide reductase MsrB
AECKFGDM_00843	msrA	Peptide methionine sulfoxide reductase MsrA
AECKFGDM_01045	resA_3	Thiol-disulfide oxidoreductase ResA
AECKFGDM_01112	ftsH_2	ATP-dependent zinc metalloprotease FtsH
AECKFGDM_01197	sqr_1	Sulfide-quinone reductase
AECKFGDM_01204	efeU	Ferrous iron permease EfeU
AECKFGDM_01225	sqr_2	Sulfide-quinone reductase
AECKFGDM_01265	czcB_1	Cobalt-zinc-cadmium resistance protein CzcB
AECKFGDM_01266	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
AECKFGDM_01601	resA_4	Thiol-disulfide oxidoreductase ResA
AECKFGDM_02114	nifD_3	Nitrogenase molybdenum-iron protein alpha chain
AECKFGDM_02115	nifK_3	Nitrogenase molybdenum-iron protein beta chain
AECKFGDM_02172	apbC_2	Iron-sulfur cluster carrier protein
AECKFGDM_02182	fieF	Ferrous-iron efflux pump FieF
AECKFGDM_02307	rip3	Putative zinc metalloprotease Rip3
AECKFGDM_02404	sir	Sulfite reductase [ferredoxin]
AECKFGDM_02481	tsdA_2	Thiosulfate dehydrogenase
AECKFGDM_02487	iscS_3	Cysteine desulfurase IscS
AECKFGDM_02530	czcB_2	Cobalt-zinc-cadmium resistance protein CzcB
COJBFGGE_00108	dsbD	Thiol:disulfide interchange protein DsbD
COJBFGGE_00121	COJBFGGE_00121	Sulfurtransferase
COJBFGGE_00230	petC	Cytochrome b6-f complex iron-sulfur subunit
COJBFGGE_00409	metZ	O-succinylhomoserine sulfhydrylase
COJBFGGE_00457	resA_1	Thiol-disulfide oxidoreductase ResA
COJBFGGE_00532	COJBFGGE_00532	putative zinc protease
COJBFGGE_00548	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
COJBFGGE_00549	czcC	Cobalt-zinc-cadmium resistance protein CzcC
COJBFGGE_00681	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
COJBFGGE_00787	ftsH	ATP-dependent zinc metalloprotease FtsH
COJBFGGE_00858	resA_2	Thiol-disulfide oxidoreductase ResA
COJBFGGE_00889	sir	Sulfite reductase [ferredoxin]
COJBFGGE_00890	cysH	putative phosphoadenosine phosphosulfate reductase
COJBFGGE_00891	cysN	Sulfate adenylyltransferase subunit 1
COJBFGGE_00892	cysD	Sulfate adenylyltransferase subunit 2
COJBFGGE_00937	rip3_1	Putative zinc metalloprotease Rip3
COJBFGGE_00961	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
COJBFGGE_00967	frdB	Fumarate reductase iron-sulfur subunit
COJBFGGE_00997	resA_3	Thiol-disulfide oxidoreductase ResA
COJBFGGE_01037	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
COJBFGGE_01281	chuR	Anaerobic sulfatase-maturating enzyme
COJBFGGE_01282	COJBFGGE_01282	Ulvan-active sulfatase
COJBFGGE_01292	znuC	Zinc import ATP-binding protein ZnuC
COJBFGGE_01303	zupT	Zinc transporter ZupT
COJBFGGE_01359	COJBFGGE_01359	6-deoxy-6-sulfogluconolactonase
COJBFGGE_01389	resA_4	Thiol-disulfide oxidoreductase ResA
COJBFGGE_01461	fieF	Ferrous-iron efflux pump FieF
COJBFGGE_01559	erpA_1	Iron-sulfur cluster insertion protein ErpA
COJBFGGE_01560	iscU	Iron-sulfur cluster assembly scaffold protein IscU
COJBFGGE_01561	iscS	Cysteine desulfurase IscS
COJBFGGE_01715	copB	Copper resistance protein B
COJBFGGE_01716	copA	Copper resistance protein A
COJBFGGE_01734	COJBFGGE_01734	Sulfurtransferase
COJBFGGE_01806	erpA_2	Iron-sulfur cluster insertion protein ErpA
COJBFGGE_01824	apbC	Iron-sulfur cluster carrier protein
COJBFGGE_01894	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
COJBFGGE_01922	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
COJBFGGE_01923	yedZ1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
COJBFGGE_01992	resA_5	Thiol-disulfide oxidoreductase ResA
COJBFGGE_02124	znuB	High-affinity zinc uptake system membrane protein ZnuB
COJBFGGE_02159	rip3_2	Putative zinc metalloprotease Rip3
COJBFGGE_02176	resA_6	Thiol-disulfide oxidoreductase ResA
COJBFGGE_02254	msrA	Peptide methionine sulfoxide reductase MsrA
COJBFGGE_02308	rclA	putative pyridine nucleotide-disulfide oxidoreductase RclA
COJBFGGE_02420	ynfE	Putative dimethyl sulfoxide reductase chain YnfE
ENPKJMHP_00032	ENPKJMHP_00032	Iron-sulfur cluster carrier protein
ENPKJMHP_00094	msrB_1	Peptide methionine sulfoxide reductase MsrB
ENPKJMHP_00406	metZ	O-succinylhomoserine sulfhydrylase
ENPKJMHP_00456	zitB	Zinc transporter ZitB
ENPKJMHP_00488	yghU	Disulfide-bond oxidoreductase YghU
ENPKJMHP_00528	erpA	Iron-sulfur cluster insertion protein ErpA
ENPKJMHP_00569	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
ENPKJMHP_00577	ENPKJMHP_00577	Iron-sulfur cluster carrier protein
ENPKJMHP_00618	ENPKJMHP_00618	Sulfoquinovose 1-dehydrogenase
ENPKJMHP_00703	sdhB	Succinate dehydrogenase iron-sulfur subunit
ENPKJMHP_00732	tlpA	Thiol:disulfide interchange protein TlpA
ENPKJMHP_00734	copA_1	Copper resistance protein A
ENPKJMHP_00735	copB	Copper resistance protein B
ENPKJMHP_00753	ENPKJMHP_00753	putative sulfate transporter
ENPKJMHP_00776	csd	putative cysteine desulfurase
ENPKJMHP_00942	cysD	Sulfate adenylyltransferase subunit 2
ENPKJMHP_00977	tusA	Sulfur carrier protein TusA
ENPKJMHP_00990	sseA	3-mercaptopyruvate sulfurtransferase
