rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_34535_length_2941_cov_3.191615	1	2941	12	114	3.87623	0.0911255	35.8	20.3
NODE_34704_length_2931_cov_3.062239	1	2931	8	59	2.01296	0.0539065	36.6	8
NODE_34836_length_2922_cov_3.151378	1	2922	16	40	1.36893	0.104723	36	38.2
NODE_34946_length_2914_cov_2.349423	1	2914	12	40	1.37268	0.0847632	36.7	19
NODE_34975_length_2912_cov_2.342667	1	2912	18	41	1.40797	0.123626	34.5	5.89
NODE_35070_length_2906_cov_2.809891	1	2906	2	19	0.65382	0.0130764	36.1	40
NODE_35160_length_2899_cov_2.806259	1	2899	18	212	7.31287	0.146257	35.1	2.56
NODE_35278_length_2889_cov_3.567396	1	2889	10	123	4.25753	0.0758048	36.8	18.8
NODE_35788_length_2854_cov_3.408717	1	2854	2	19	0.665732	0.0133146	36.4	36
NODE_35954_length_2842_cov_3.598852	1	2842	8	20	0.70373	0.0562984	36.4	42
NODE_35971_length_2841_cov_2.540201	1	2841	50	49	1.72474	0.36466	35.5	26.8
NODE_36279_length_2819_cov_3.596599	1	2819	10	59	2.09294	0.0691735	35.4	28.6
NODE_36354_length_2813_cov_3.455040	1	2813	24	85	3.02169	0.18059	35.5	1.33
NODE_36495_length_2804_cov_3.233903	1	2804	21	41	1.4622	0.162625	36.5	23
NODE_36587_length_2798_cov_3.094422	1	2798	2	19	0.679056	0.0135811	36.4	18
NODE_36645_length_2795_cov_3.044526	1	2795	2	20	0.715564	0.0139535	35.7	36
NODE_37011_length_2773_cov_2.896983	1	2773	4	20	0.721241	0.0288496	36.7	7
NODE_37069_length_2769_cov_4.402727	1	2769	10	40	1.44456	0.0697003	36.7	32
NODE_37080_length_2769_cov_2.211127	1	2769	22	42	1.51679	0.166125	36.4	8
NODE_37192_length_2762_cov_4.063539	1	2762	11	340	12.3099	0.199855	35.5	29.5
NODE_37244_length_2759_cov_4.877589	1	2759	2	61	2.21095	0.0221095	37	21
NODE_37593_length_2739_cov_2.567437	1	2739	4	204	7.44797	0.0814166	36.1	30
NODE_37594_length_2739_cov_2.501863	1	2739	6	38	1.38737	0.041621	36.4	26.7
NODE_37780_length_2726_cov_2.964058	1	2726	6	42	1.54072	0.0432869	32.9	28.3
NODE_37843_length_2723_cov_2.683283	1	2723	11	340	12.4862	0.161586	35.5	28.3
NODE_37933_length_2718_cov_3.432219	1	2718	2	20	0.735835	0.0147167	37	6
NODE_38153_length_2704_cov_3.148358	1	2704	10	59	2.18195	0.0732249	32.7	31
NODE_38345_length_2692_cov_3.196815	1	2692	2	19	0.705795	0.0141159	36.7	40
NODE_38468_length_2684_cov_3.898440	1	2684	37	137	5.10432	0.298808	36.5	12.3
NODE_38556_length_2680_cov_2.279238	1	2680	28	1040	38.806	0.669776	35.5	29.8
NODE_38596_length_2677_cov_4.974066	1	2677	11	54	2.01718	0.110945	34.3	20.8
NODE_38947_length_2657_cov_3.955035	1	2657	32	357	13.4362	0.327437	36	23.8
NODE_39993_length_2597_cov_3.001967	1	2597	4	40	1.54024	0.0308048	37	30.5
NODE_40100_length_2592_cov_3.232558	1	2592	14	27	1.04167	0.135802	36.1	4.86
NODE_40535_length_2571_cov_4.740064	1	2571	4	38	1.47802	0.0295605	36.3	0
NODE_40596_length_2568_cov_2.239554	1	2568	6	64	2.49221	0.0482866	33.8	22
NODE_40766_length_2558_cov_4.889732	1	2558	14	21	0.820954	0.104769	35.2	40
NODE_40838_length_2555_cov_3.504800	1	2555	4	47	1.83953	0.0344423	36.5	42
NODE_40923_length_2551_cov_2.275240	1	2551	22	39	1.52881	0.171697	36.2	9.09
NODE_40937_length_2550_cov_4.307014	1	2550	2	23	0.901961	0.0180392	33.8	45
NODE_41014_length_2546_cov_4.289843	1	2546	2	20	0.785546	0.0157109	36.7	7
NODE_41090_length_2542_cov_2.903096	1	2542	4	40	1.57356	0.0314713	36.1	45.2
NODE_41256_length_2533_cov_3.571429	1	2533	6	39	1.53968	0.0454007	36.2	0
NODE_41295_length_2531_cov_3.197496	1	2531	26	157	6.20308	0.235085	36.4	10.2
NODE_41385_length_2525_cov_2.943725	1	2525	45	75	2.9703	0.604752	21.8	6.71
NODE_41630_length_2513_cov_2.869406	1	2513	4	20	0.795862	0.0318345	35.1	3.75
NODE_41697_length_2510_cov_3.263136	1	2510	18	80	3.18725	0.138247	35.5	20.3
NODE_42045_length_2492_cov_3.486664	1	2492	12	111	4.45425	0.101926	36.2	18.9
NODE_42336_length_2478_cov_2.917458	1	2478	5	62	2.50202	0.0403551	36.4	16
NODE_42473_length_2471_cov_2.331126	1	2471	31	99	4.00648	0.273573	36.1	35.1
NODE_42526_length_2468_cov_4.542064	1	2468	10	60	2.43112	0.0794165	34.2	18.7
NODE_42533_length_2468_cov_2.508496	1	2468	41	1566	63.4522	1.85089	36.2	51.7
NODE_42680_length_2461_cov_3.577307	1	2461	4	42	1.70662	0.0341325	36.9	10.5
NODE_42926_length_2450_cov_2.833820	1	2450	24	20	0.816327	0.195102	36.1	13.6
NODE_43217_length_2437_cov_2.621327	1	2437	4	38	1.55929	0.0311859	36.8	23
NODE_43228_length_2436_cov_3.783284	1	2436	14	102	4.18719	0.114122	35.7	13.3
NODE_43446_length_2425_cov_7.032489	1	2425	2	20	0.824742	0.0164948	37	0
NODE_43540_length_2421_cov_3.464920	1	2421	30	118	4.87402	0.240397	36.6	18.6
NODE_43541_length_2421_cov_3.459848	1	2421	14	40	1.65221	0.111937	34.2	35.9
NODE_43640_length_2416_cov_3.030072	1	2416	20	63	2.60762	0.162252	36.6	8.35
NODE_43760_length_2410_cov_2.951168	1	2410	6	41	1.70124	0.0506224	36.2	4.33
NODE_43906_length_2403_cov_3.489353	1	2403	42	64	2.66334	0.345818	36.3	35.7
NODE_44071_length_2396_cov_2.547629	1	2396	4	20	0.834725	0.033389	36	27.5
NODE_44255_length_2388_cov_4.300471	1	2388	12	22	0.921273	0.0967337	35.1	0
NODE_44288_length_2386_cov_5.201630	1	2386	4	40	1.67645	0.0335289	36.5	3
NODE_44496_length_2377_cov_3.889320	1	2377	123	64	2.69247	1.0854	36.1	50.8
NODE_44564_length_2375_cov_3.466810	1	2375	4	253	10.6526	0.122526	36.2	26.5
NODE_44661_length_2371_cov_3.316062	1	2371	1	60	2.53058	0.0253058	36.2	27
NODE_44684_length_2370_cov_4.727862	1	2370	8	127	5.35865	0.0822785	36.6	19.2
NODE_44800_length_2365_cov_4.194805	1	2365	8	57	2.41015	0.0642706	36.5	20
NODE_45010_length_2356_cov_4.076488	1	2356	6	19	0.806452	0.0483871	35.7	13.3
NODE_45094_length_2352_cov_3.452329	1	2352	20	59	2.5085	0.16284	36.5	28
NODE_45299_length_2342_cov_3.514648	1	2342	6	83	3.54398	0.0623399	36.7	26.8
NODE_45492_length_2333_cov_3.331431	1	2333	4	40	1.71453	0.033862	35.2	21
NODE_45814_length_2319_cov_2.687721	1	2319	5	95	4.09659	0.130229	33.1	36
NODE_45851_length_2318_cov_1.946531	1	2318	12	613	26.4452	0.332183	34.5	31.2
NODE_45901_length_2315_cov_3.639381	1	2315	60	44	1.90065	0.566739	36.2	37.6
NODE_46080_length_2307_cov_2.934725	1	2307	21	84	3.64109	0.193758	36	2.19
NODE_46264_length_2300_cov_2.747884	1	2300	2	19	0.826087	0.0165217	36.7	40
NODE_46463_length_2293_cov_4.156836	1	2293	76	1563	68.164	2.43	36.2	47
NODE_46709_length_2283_cov_2.730251	1	2283	2	20	0.87604	0.0175208	34.8	6
NODE_46739_length_2282_cov_3.242030	1	2282	2	31	1.35846	0.0249781	34.4	54
NODE_46768_length_2281_cov_2.839173	1	2281	10	43	1.88514	0.0925033	36.4	45.8
NODE_47004_length_2272_cov_3.067208	1	2272	8	20	0.880282	0.0677817	36.4	41.5
NODE_47037_length_2271_cov_2.642599	1	2271	11	166	7.30956	0.126376	35.9	5.36
NODE_47219_length_2264_cov_2.090991	1	2264	5	78	3.44523	0.0512367	35.9	32
NODE_47329_length_2259_cov_3.397913	1	2259	2	19	0.84108	0.0168216	34.1	30
NODE_47338_length_2259_cov_1.839383	1	2259	7	88	3.89553	0.0686144	36.3	10.3
NODE_47433_length_2255_cov_2.301818	1	2255	27	151	6.69623	0.38714	36.3	44.8
NODE_47677_length_2245_cov_2.075799	1	2245	2	271	12.0713	0.13363	33.1	60
NODE_48139_length_2227_cov_3.214549	1	2227	2	19	0.853166	0.0170633	36	40
NODE_48175_length_2226_cov_3.485951	1	2226	4	40	1.79695	0.0359389	34.5	1.75
NODE_48196_length_2225_cov_4.017051	1	2225	2	20	0.898876	0.0175281	31.6	0
NODE_48262_length_2223_cov_2.681273	1	2223	8	85	3.82366	0.106163	36.4	29.4
NODE_48328_length_2220_cov_2.792610	1	2220	5	79	3.55856	0.054955	34.8	16.4
NODE_48429_length_2216_cov_3.745488	1	2216	4	175	7.89711	0.0983755	36.8	33.5
NODE_48473_length_2215_cov_2.513426	1	2215	4	45	2.0316	0.0406321	36.6	10.5
NODE_48557_length_2212_cov_3.486324	1	2212	6	58	2.62206	0.056962	35.4	11
NODE_48978_length_2197_cov_2.567694	1	2197	5	49	2.23031	0.0477924	37	13
NODE_49509_length_2176_cov_2.619519	1	2176	7	45	2.06801	0.0716912	36.5	9.71
NODE_49674_length_2170_cov_2.481797	1	2170	9	341	15.7143	0.206452	36.5	27
NODE_49776_length_2167_cov_2.238163	1	2167	26	1922	88.694	1.54361	35.7	55.7
NODE_50536_length_2141_cov_2.406999	1	2141	8	405	18.9164	0.229799	36.6	30.1
NODE_50661_length_2136_cov_2.670351	1	2136	4	39	1.82584	0.0365169	33.2	24.5
NODE_51302_length_2113_cov_2.962099	1	2113	9	61	2.88689	0.0856602	36.8	22.9
NODE_51570_length_2104_cov_2.558321	1	2104	130	986	46.8631	2.77994	35.3	41.4
NODE_51685_length_2100_cov_3.506112	1	2100	4	287	13.6667	0.164762	35.7	40.2
NODE_51848_length_2095_cov_2.450490	1	2095	10	95	4.53461	0.0906921	36.8	32
NODE_51971_length_2090_cov_3.727764	1	2090	6	40	1.91388	0.0574163	36.6	46
NODE_52069_length_2087_cov_2.116634	1	2087	2	21	1.00623	0.0201246	36.7	52
NODE_52174_length_2083_cov_2.512821	1	2083	8	66	3.16851	0.0772924	35.3	26
NODE_52375_length_2077_cov_2.444115	1	2077	5	193	9.29225	0.113625	35.3	20.2
NODE_52499_length_2073_cov_3.515362	1	2073	14	41	1.97781	0.136035	36.6	8.29
NODE_52506_length_2073_cov_2.615461	1	2073	104	162	7.81476	2.36421	36	29.7
NODE_52838_length_2062_cov_6.400100	1	2062	1	21	1.01843	0.0101843	37	1
NODE_53164_length_2052_cov_3.414622	1	2052	2	20	0.974659	0.0194932	37	0
NODE_53241_length_2050_cov_3.532331	1	2050	9	76	3.70732	0.0834146	36	16.9
NODE_53585_length_2039_cov_3.297379	1	2039	2	26	1.27513	0.0220696	37	40
NODE_54019_length_2026_cov_4.389143	1	2026	15	78	3.84995	0.154492	35.9	5.33
NODE_54090_length_2024_cov_3.137633	1	2024	4	45	2.22332	0.0444664	36.4	7.5
NODE_54091_length_2024_cov_3.133570	1	2024	2	19	0.938735	0.0187747	36.4	30
NODE_54227_length_2020_cov_3.533842	1	2020	6	61	3.0198	0.060396	35.8	33.7
NODE_54713_length_2006_cov_1.336238	1	2006	8	38	1.89432	0.0757727	35.3	0
NODE_54929_length_1999_cov_2.633745	1	1999	17	767	38.3692	0.601301	35.8	31.9
NODE_55081_length_1994_cov_5.891181	1	1994	32	20	1.00301	0.305918	36.7	30
NODE_55168_length_1992_cov_1.918431	1	1992	4	134	6.72691	0.0768072	36.4	40.2
NODE_55394_length_1984_cov_3.536029	1	1984	1	86	4.33468	0.0433468	36.7	3
NODE_55541_length_1980_cov_2.720000	1	1980	19	422	21.3131	0.445455	35	34.6
NODE_55597_length_1978_cov_3.926157	1	1978	16	41	2.0728	0.173913	36.2	4.69
NODE_55844_length_1971_cov_2.944676	1	1971	6	19	0.963978	0.0578387	36.6	40
NODE_56187_length_1962_cov_2.377556	1	1962	5	81	4.12844	0.0616718	35.7	28.6
NODE_56249_length_1960_cov_2.616798	1	1960	14	59	3.0102	0.137755	36.1	12.3
NODE_56510_length_1953_cov_2.798736	1	1953	2	21	1.07527	0.0215054	36.7	21
NODE_56880_length_1943_cov_2.027542	1	1943	1	85	4.37468	0.0437468	35.5	60
NODE_56960_length_1940_cov_3.480106	1	1940	2	23	1.18557	0.0237113	37	12
NODE_57546_length_1923_cov_6.422377	1	1923	16	107	5.56422	0.216329	35.5	24.4
NODE_57644_length_1921_cov_2.155949	1	1921	14	95	4.94534	0.153045	36.3	27.6
NODE_57937_length_1913_cov_1.720129	1	1913	5	450	23.5233	0.245687	34.5	37.2
NODE_57988_length_1911_cov_2.540948	1	1911	6	19	0.994244	0.0596546	36.6	26.7
NODE_58364_length_1900_cov_2.835772	1	1900	20	20	1.05263	0.210526	36.5	6.1
NODE_58394_length_1899_cov_3.847072	1	1899	4	41	2.15903	0.0421274	36.4	21.5
NODE_58551_length_1895_cov_3.025000	1	1895	10	39	2.05805	0.104485	36.5	16.4
NODE_58634_length_1893_cov_2.279652	1	1893	6	306	16.1648	0.181722	35.8	46.7
NODE_59525_length_1870_cov_2.089256	1	1870	4	40	2.13904	0.0427807	36.9	25.2
NODE_59775_length_1864_cov_3.296296	1	1864	4	39	2.09227	0.0418455	35.7	23
NODE_59924_length_1861_cov_1.779070	1	1861	2	19	1.02096	0.0204191	36.7	0
NODE_59949_length_1860_cov_2.343490	1	1860	5	261	14.0323	0.219892	36.7	52
NODE_60161_length_1855_cov_1.932222	1	1855	2	20	1.07817	0.0215633	35.5	46
NODE_60228_length_1853_cov_3.094549	1	1853	8	57	3.07609	0.0820291	36.3	9
NODE_60250_length_1853_cov_1.928810	1	1853	27	1431	77.2261	1.22396	35.9	38.6
NODE_60446_length_1847_cov_4.742746	1	1847	2	19	1.0287	0.0205739	35.7	0
NODE_61727_length_1816_cov_2.089722	1	1816	2	20	1.10132	0.0220264	37	3
NODE_61751_length_1815_cov_3.110795	1	1815	20	87	4.79339	0.229201	35.9	18.9
NODE_62008_length_1809_cov_3.420182	1	1809	9	501	27.6949	0.368159	36	29.9
NODE_62582_length_1795_cov_3.983908	1	1795	8	20	1.11421	0.0852368	36.4	30
NODE_62618_length_1794_cov_4.132260	1	1794	2	26	1.44928	0.0261984	37	0
NODE_62950_length_1787_cov_2.464781	1	1787	4	19	1.06323	0.0425294	36.2	40
NODE_63415_length_1776_cov_2.581058	1	1776	14	620	34.9099	0.54223	35.4	48.6
NODE_63579_length_1772_cov_2.624927	1	1772	8	45	2.5395	0.0948081	35.8	16.6
NODE_64055_length_1761_cov_4.022860	1	1761	3	44	2.49858	0.036343	36.6	30
NODE_65001_length_1740_cov_3.019585	1	1740	2	19	1.09195	0.0218391	35.4	0
NODE_65470_length_1730_cov_2.475224	1	1730	8	216	12.4855	0.172832	36.3	41
NODE_65814_length_1723_cov_2.125300	1	1723	14	354	20.5456	0.28787	34.8	29.5
NODE_65909_length_1721_cov_2.317527	1	1721	2	19	1.10401	0.0220802	35.6	40
NODE_65940_length_1720_cov_2.515916	1	1720	2	22	1.27907	0.0238372	37	40
NODE_66074_length_1717_cov_2.737064	1	1717	6	60	3.49447	0.0698893	35.4	17.3
NODE_66119_length_1716_cov_3.590006	1	1716	9	44	2.5641	0.11014	36	10
NODE_67001_length_1697_cov_2.448843	1	1697	16	865	50.9723	0.875074	34.7	42.2
NODE_67074_length_1695_cov_4.646341	1	1695	9	169	9.9705	0.135103	35.9	13.6
NODE_67327_length_1690_cov_2.709480	1	1690	2	20	1.18343	0.0230769	34.8	40
NODE_67770_length_1682_cov_2.014751	1	1682	2	20	1.18906	0.0237812	36.7	9
NODE_67968_length_1678_cov_2.964880	1	1678	4	437	26.0429	0.357569	36.5	60
NODE_68075_length_1676_cov_2.513880	1	1676	15	926	55.2506	0.729714	36.6	39.7
NODE_68175_length_1674_cov_2.650401	1	1674	5	461	27.5388	0.363799	35.8	57
NODE_68493_length_1668_cov_1.538748	1	1668	2	20	1.19904	0.0239808	37	6
NODE_68503_length_1667_cov_4.176799	1	1667	30	611	36.6527	1.43491	36.1	23.1
NODE_68573_length_1666_cov_3.069522	1	1666	7	103	6.18247	0.143457	36.3	31.7
NODE_68714_length_1663_cov_3.997512	1	1663	8	64	3.84847	0.0998196	36.2	28.1
NODE_68882_length_1660_cov_4.442991	1	1660	12	39	2.3494	0.143373	36.2	4.75
NODE_68973_length_1659_cov_2.008728	1	1659	2	23	1.38638	0.0259192	36.7	45.5
NODE_68998_length_1658_cov_3.349969	1	1658	8	38	2.29192	0.0916767	36.6	16
NODE_69068_length_1657_cov_2.262172	1	1657	2	19	1.14665	0.022933	36.1	40
NODE_69237_length_1654_cov_1.665416	1	1654	13	603	36.4571	0.593108	36.2	36.8
NODE_69427_length_1650_cov_3.056426	1	1650	2	19	1.15152	0.0230303	36.4	40
NODE_70410_length_1632_cov_4.436271	1	1632	2	19	1.16422	0.0232843	37	40
NODE_70527_length_1630_cov_3.292698	1	1630	10	60	3.68098	0.12454	35.9	9.2
NODE_71254_length_1616_cov_3.148623	1	1616	18	21	1.2995	0.232673	36.4	51.1
NODE_71322_length_1615_cov_2.212821	1	1615	10	94	5.82043	0.135604	36.8	22.4
NODE_71646_length_1609_cov_2.569498	1	1609	4	39	2.42387	0.0484773	36.2	22.2
NODE_71663_length_1609_cov_1.846847	1	1609	20	266	16.532	0.359851	33.8	38.2
NODE_71785_length_1606_cov_2.902643	1	1606	7	105	6.53798	0.105853	35	13.7
NODE_71931_length_1603_cov_2.245478	1	1603	2	20	1.24766	0.0249532	36.7	0
NODE_71968_length_1602_cov_3.249515	1	1602	10	41	2.5593	0.121099	35.8	8.1
NODE_72515_length_1592_cov_2.551724	1	1592	4	39	2.44975	0.048995	35.4	9
NODE_72782_length_1587_cov_3.424282	1	1587	2	19	1.19723	0.0239445	35.4	0
NODE_73324_length_1578_cov_2.507551	1	1578	475	1315	83.3333	29.8606	35.8	55.7
NODE_73540_length_1574_cov_3.457538	1	1574	2	19	1.20712	0.0241423	33.7	40
NODE_73561_length_1574_cov_2.292298	1	1574	2	20	1.27065	0.0241423	32.7	12
NODE_73710_length_1571_cov_3.404354	1	1571	20	22	1.40038	0.278803	36.5	0
NODE_74184_length_1563_cov_4.116711	1	1563	15	61	3.90275	0.1881	36.1	22.4
NODE_74240_length_1562_cov_2.990710	1	1562	4	23	1.47247	0.056338	36	14.5
NODE_74686_length_1555_cov_2.330000	1	1555	11	111	7.13826	0.169132	35.8	17.9
NODE_75157_length_1547_cov_4.086461	1	1547	2	23	1.48675	0.029735	37	0
NODE_75169_length_1547_cov_2.686327	1	1547	4	46	2.9735	0.0575307	36.2	8
NODE_75600_length_1539_cov_3.622642	1	1539	4	39	2.53411	0.0506823	36.4	20
NODE_76261_length_1528_cov_3.103191	1	1528	5	64	4.18848	0.0687173	36.7	16
NODE_76393_length_1526_cov_2.093134	1	1526	14	61	3.99738	0.176933	36.3	34.3
NODE_76796_length_1519_cov_2.424180	1	1519	8	279	18.3673	0.453588	36.6	40.8
NODE_76879_length_1517_cov_2.352257	1	1517	28	41	2.7027	0.38497	36.4	0
NODE_77460_length_1507_cov_2.180441	1	1507	2	20	1.32714	0.0258792	37	0
NODE_19_length_322473_cov_17.988853	1	322473	6139	19524	6.05446	1.07233	35.9	27.8
NODE_21_length_311580_cov_16.997798	1	311580	8471	21394	6.86629	1.49708	35.9	27.9
NODE_30_length_270010_cov_16.830898	1	270010	4697	16936	6.27236	1.02691	35.9	27.1
NODE_69_length_194519_cov_18.491073	1	194519	9736	17625	9.06081	4.07608	35.9	39.7
NODE_130_length_153197_cov_19.377068	1	153197	6439	11911	7.77496	3.15571	35.9	25.6
NODE_131_length_152141_cov_16.203687	1	152141	6814	11031	7.25051	2.81802	35.7	31.2
NODE_178_length_137045_cov_17.368144	1	137045	3384	10545	7.69455	2.00571	35.9	33.6
NODE_336_length_105660_cov_20.664732	1	105660	3912	11401	10.7903	4.10382	35.8	15.7
NODE_383_length_99560_cov_19.264740	1	99560	4392	11212	11.2616	5.10102	35.9	19.7
NODE_391_length_98903_cov_18.714471	1	98903	2102	5097	5.15353	1.16593	35.9	29.1
NODE_462_length_90570_cov_16.775452	1	90570	2600	5886	6.49884	2.35595	36	25.8
NODE_567_length_81169_cov_17.275304	1	81169	388	2499	3.07876	0.189715	35.4	24.4
NODE_587_length_79528_cov_19.679740	1	79528	751	5707	7.17609	0.503596	35.8	19.6
NODE_598_length_78978_cov_16.227842	1	78978	2844	7181	9.09241	2.30262	36	27.8
NODE_709_length_71392_cov_16.029270	1	71392	763	6336	8.87494	0.684208	35.8	27.2
NODE_812_length_64850_cov_16.437565	1	64850	623	3147	4.85274	0.332691	35.8	19
NODE_1261_length_50345_cov_16.754086	1	50345	542	3972	7.88956	0.557414	35.9	22.9
NODE_2397_length_33959_cov_17.222776	1	33959	409	961	2.82988	0.583203	35.8	23.6
NODE_3520_length_25871_cov_19.005772	1	25871	843	2207	8.53079	2.59607	36	19.8
NODE_5052_length_19764_cov_15.978690	1	19764	102	717	3.62781	0.142886	35.5	21.8
NODE_10676_length_10878_cov_18.299455	1	10878	70	734	6.74756	0.279095	35.8	12.5
NODE_11580_length_10159_cov_15.014450	1	10159	55	839	8.25869	0.213505	35.8	25.3
NODE_1039_length_44867_cov_7.327702	1	44867	719	942	2.09954	0.857289	35.9	48.2
NODE_1832_length_30570_cov_6.925381	1	30570	65	159	0.520118	0.0442264	36.5	39.2
NODE_1854_length_30300_cov_6.946570	1	30300	44	425	1.40264	0.0506931	33.4	12.9
NODE_1917_length_29497_cov_7.421473	1	29497	104	623	2.11208	0.076618	35.9	32.5
NODE_1983_length_28978_cov_6.968226	1	28978	115	445	1.53565	0.137898	35	8.82
NODE_2212_length_26859_cov_6.786226	1	26859	304	388	1.44458	0.821363	34.9	12.9
NODE_2248_length_26505_cov_7.371985	1	26505	45	205	0.773439	0.0338427	34.9	38.8
NODE_2262_length_26359_cov_7.716355	1	26359	63067	10679	40.5137	251.871	35.9	54.6
NODE_2339_length_25725_cov_6.271250	1	25725	44	288	1.11953	0.0433042	36.1	19.1
NODE_2438_length_24906_cov_7.363889	1	24906	921	572	2.29664	2.11531	35.9	57.3
NODE_2455_length_24804_cov_6.289870	1	24804	83	209	0.842606	0.0662796	36	35.6
NODE_2488_length_24629_cov_6.991983	1	24629	35	231	0.937919	0.0287872	35.8	28.6
NODE_2519_length_24387_cov_5.985780	1	24387	44	176	0.721696	0.0352237	36.4	31.3
NODE_2556_length_24174_cov_6.014636	1	24174	33	189	0.781832	0.0277157	35.9	35.4
NODE_2641_length_23587_cov_6.331506	1	23587	18	61	0.258617	0.015305	35.7	40.3
NODE_2717_length_23166_cov_7.246290	1	23166	71	273	1.17845	0.0588794	36.1	29.5
NODE_2817_length_22470_cov_7.049119	1	22470	34	238	1.05919	0.0325768	36.7	17.6
NODE_2927_length_21844_cov_6.406765	1	21844	34	159	0.727889	0.0312214	36.5	20.4
NODE_2945_length_21757_cov_6.273615	1	21757	58	472	2.16942	0.0647148	35.7	25.4
NODE_2994_length_21470_cov_7.312398	1	21470	126	486	2.26362	0.168048	35.9	44.7
NODE_3163_length_20607_cov_7.150594	1	20607	12	97	0.470714	0.0112583	36.2	26.1
NODE_3229_length_20330_cov_6.546239	1	20330	3825	2589	12.7349	20.6342	35.9	46.4
NODE_3260_length_20232_cov_7.209793	1	20232	38	143	0.706801	0.0369711	35.6	37.1
NODE_3476_length_19268_cov_6.838651	1	19268	42	233	1.20926	0.0504982	36.3	14.9
NODE_3544_length_18965_cov_6.569646	1	18965	28	166	0.875297	0.0291062	35.1	30.9
NODE_3552_length_18933_cov_7.116061	1	18933	612	2236	11.8101	3.68035	35.8	49.2
NODE_3556_length_18912_cov_5.882431	1	18912	37	664	3.511	0.115747	35.1	31.9
NODE_3672_length_18391_cov_6.072371	1	18391	22	224	1.21799	0.0238704	36.5	30.5
NODE_3705_length_18280_cov_6.824033	1	18280	28	59	0.322757	0.029267	35.9	20.4
NODE_3713_length_18259_cov_5.965392	1	18259	54	286	1.56635	0.0622159	36.2	26.8
NODE_3780_length_18015_cov_6.221269	1	18015	27	197	1.09353	0.0295309	36.4	14.7
NODE_3792_length_17964_cov_6.997766	1	17964	22	135	0.751503	0.0242708	35.9	21.6
NODE_3918_length_17475_cov_6.918255	1	17475	121	215	1.23033	0.194278	36.2	13.4
NODE_4061_length_16931_cov_6.724402	1	16931	763	584	3.44929	4.13738	35.8	21.7
NODE_4077_length_16902_cov_7.182763	1	16902	673	438	2.59141	4.30618	36.2	57
NODE_4092_length_16844_cov_5.892013	1	16844	9	80	0.474947	0.0106269	34.8	12.4
NODE_4109_length_16783_cov_5.967121	1	16783	1679	375	2.2344	5.04123	36.1	24.5
NODE_4151_length_16668_cov_6.849636	1	16668	21	156	0.935925	0.0276578	35.2	31.7
NODE_4164_length_16620_cov_7.325687	1	16620	6	117	0.703971	0.00932611	36.5	22.5
NODE_4216_length_16451_cov_6.434679	1	16451	16	39	0.237068	0.0185399	36.4	40
NODE_4259_length_16325_cov_6.157529	1	16325	10	100	0.612557	0.0122511	35.8	28.2
NODE_4381_length_15995_cov_6.138833	1	15995	212	498	3.11347	1.65183	35.7	11
NODE_4412_length_15895_cov_6.108333	1	15895	16	258	1.62315	0.0313306	35.7	35.7
NODE_4444_length_15814_cov_6.851006	1	15814	4	39	0.246617	0.00493234	35.1	24.5
NODE_4521_length_15610_cov_5.538091	1	15610	12	119	0.762332	0.0151826	36.2	29.2
NODE_4529_length_15591_cov_7.610582	1	15591	27	213	1.36617	0.0453467	35.3	13.7
NODE_4544_length_15559_cov_6.130547	1	15559	32	186	1.19545	0.0406838	36.2	21.1
NODE_4592_length_15429_cov_6.778197	1	15429	292	737	4.77672	1.48538	35.7	34.9
NODE_4655_length_15265_cov_5.834780	1	15265	105	360	2.35834	0.248739	35.9	32.9
NODE_4743_length_15040_cov_6.738205	1	15040	17	183	1.21676	0.0227394	34.9	24.4
NODE_4745_length_15035_cov_6.381308	1	15035	27	275	1.82907	0.0395078	36.3	31
NODE_4766_length_14988_cov_7.412040	1	14988	33	223	1.48786	0.0432346	35.3	18
NODE_4780_length_14954_cov_6.235385	1	14954	20	130	0.869333	0.0306273	35.6	37.6
NODE_4823_length_14860_cov_7.170348	1	14860	59	141	0.948856	0.079677	36.2	37.1
NODE_4836_length_14822_cov_7.193878	1	14822	334	372	2.50978	1.15497	36.2	51.7
NODE_4883_length_14695_cov_6.706694	1	14695	326	236	1.60599	1.37366	35.8	7.96
NODE_4980_length_14451_cov_6.386913	1	14451	37	317	2.19362	0.0818628	34.7	29.1
NODE_5038_length_14311_cov_6.550856	1	14311	36	132	0.922367	0.0503109	36.2	39.8
NODE_5060_length_14266_cov_6.431356	1	14266	41	368	2.57956	0.0849572	36	37.2
NODE_5240_length_13860_cov_7.040927	1	13860	39	159	1.14719	0.0571429	36	33.2
NODE_5312_length_13674_cov_6.415082	1	13674	43	82	0.599678	0.0631856	36.2	29.2
NODE_5323_length_13657_cov_6.425967	1	13657	16	97	0.710258	0.0225525	35.6	30.9
NODE_5331_length_13643_cov_6.433103	1	13643	402	349	2.55809	1.71942	36.1	21.6
NODE_5390_length_13533_cov_6.374017	1	13533	14	105	0.775881	0.0218725	36	21.2
NODE_5493_length_13322_cov_6.468305	1	13322	8	60	0.450383	0.011785	35.7	32.5
NODE_5514_length_13270_cov_6.489217	1	13270	2373	762	5.74228	13.6604	36.1	50.8
NODE_5516_length_13267_cov_7.755071	1	13267	4	44	0.33165	0.0063315	34.2	2.75
