contig	bin
NODE_29177_length_2234_cov_2.360257	SPAdes-MetaBAT2Refined-S15.27
NODE_29179_length_2233_cov_5.915519	SPAdes-MetaBAT2Refined-S15.27
NODE_29234_length_2229_cov_4.859706	SPAdes-MetaBAT2Refined-S15.27
NODE_29259_length_2228_cov_3.233778	SPAdes-MetaBAT2Refined-S15.27
NODE_29314_length_2224_cov_5.613647	SPAdes-MetaBAT2Refined-S15.27
NODE_29377_length_2219_cov_4.886322	SPAdes-MetaBAT2Refined-S15.27
NODE_29418_length_2216_cov_5.944933	SPAdes-MetaBAT2Refined-S15.27
NODE_29509_length_2210_cov_3.640835	SPAdes-MetaBAT2Refined-S15.27
NODE_29522_length_2209_cov_6.609099	SPAdes-MetaBAT2Refined-S15.27
NODE_29586_length_2205_cov_4.122326	SPAdes-MetaBAT2Refined-S15.27
NODE_29610_length_2203_cov_6.304004	SPAdes-MetaBAT2Refined-S15.27
NODE_2961_length_21805_cov_7.121517	SPAdes-MetaBAT2Refined-S15.27
NODE_29698_length_2197_cov_7.270308	SPAdes-MetaBAT2Refined-S15.27
NODE_29699_length_2197_cov_5.503735	SPAdes-MetaBAT2Refined-S15.27
NODE_29749_length_2193_cov_5.091207	SPAdes-MetaBAT2Refined-S15.27
NODE_29768_length_2192_cov_7.952270	SPAdes-MetaBAT2Refined-S15.27
NODE_29801_length_2190_cov_3.426230	SPAdes-MetaBAT2Refined-S15.27
NODE_2980_length_21667_cov_8.713631	SPAdes-MetaBAT2Refined-S15.27
NODE_29811_length_2189_cov_6.096532	SPAdes-MetaBAT2Refined-S15.27
NODE_29814_length_2189_cov_4.544049	SPAdes-MetaBAT2Refined-S15.27
NODE_29816_length_2189_cov_4.286317	SPAdes-MetaBAT2Refined-S15.27
NODE_29870_length_2186_cov_3.134679	SPAdes-MetaBAT2Refined-S15.27
NODE_29917_length_2183_cov_6.052162	SPAdes-MetaBAT2Refined-S15.27
NODE_29979_length_2178_cov_4.982101	SPAdes-MetaBAT2Refined-S15.27
NODE_29994_length_2177_cov_7.415646	SPAdes-MetaBAT2Refined-S15.27
NODE_30043_length_2175_cov_3.793868	SPAdes-MetaBAT2Refined-S15.27
NODE_30068_length_2173_cov_4.305949	SPAdes-MetaBAT2Refined-S15.27
NODE_3006_length_21553_cov_6.394409	SPAdes-MetaBAT2Refined-S15.27
NODE_30171_length_2168_cov_4.029815	SPAdes-MetaBAT2Refined-S15.27
NODE_30174_length_2168_cov_3.365831	SPAdes-MetaBAT2Refined-S15.27
NODE_30188_length_2167_cov_6.054451	SPAdes-MetaBAT2Refined-S15.27
NODE_3018_length_21484_cov_5.738719	SPAdes-MetaBAT2Refined-S15.27
NODE_30220_length_2165_cov_5.966825	SPAdes-MetaBAT2Refined-S15.27
NODE_30246_length_2164_cov_2.540066	SPAdes-MetaBAT2Refined-S15.27
NODE_30253_length_2163_cov_5.415085	SPAdes-MetaBAT2Refined-S15.27
NODE_30262_length_2163_cov_2.778937	SPAdes-MetaBAT2Refined-S15.27
NODE_30322_length_2159_cov_4.338403	SPAdes-MetaBAT2Refined-S15.27
NODE_30357_length_2157_cov_3.542341	SPAdes-MetaBAT2Refined-S15.27
NODE_30384_length_2155_cov_5.160476	SPAdes-MetaBAT2Refined-S15.27
NODE_30402_length_2154_cov_5.819438	SPAdes-MetaBAT2Refined-S15.27
NODE_30406_length_2154_cov_3.575036	SPAdes-MetaBAT2Refined-S15.27
NODE_30433_length_2153_cov_2.037178	SPAdes-MetaBAT2Refined-S15.27
NODE_30541_length_2146_cov_6.453372	SPAdes-MetaBAT2Refined-S15.27
NODE_3054_length_21251_cov_5.826571	SPAdes-MetaBAT2Refined-S15.27
NODE_30557_length_2145_cov_4.585646	SPAdes-MetaBAT2Refined-S15.27
NODE_30652_length_2139_cov_3.372361	SPAdes-MetaBAT2Refined-S15.27
NODE_30767_length_2131_cov_6.599711	SPAdes-MetaBAT2Refined-S15.27
NODE_30787_length_2130_cov_5.485783	SPAdes-MetaBAT2Refined-S15.27
NODE_30815_length_2129_cov_5.006268	SPAdes-MetaBAT2Refined-S15.27
NODE_30844_length_2127_cov_5.969112	SPAdes-MetaBAT2Refined-S15.27
NODE_30857_length_2126_cov_5.913085	SPAdes-MetaBAT2Refined-S15.27
NODE_30874_length_2125_cov_6.925121	SPAdes-MetaBAT2Refined-S15.27
NODE_30880_length_2125_cov_3.841063	SPAdes-MetaBAT2Refined-S15.27
NODE_30942_length_2121_cov_3.464182	SPAdes-MetaBAT2Refined-S15.27
NODE_30949_length_2121_cov_2.941433	SPAdes-MetaBAT2Refined-S15.27
NODE_30982_length_2118_cov_4.680562	SPAdes-MetaBAT2Refined-S15.27
NODE_31004_length_2116_cov_7.139738	SPAdes-MetaBAT2Refined-S15.27
NODE_31017_length_2115_cov_5.642233	SPAdes-MetaBAT2Refined-S15.27
NODE_31086_length_2110_cov_4.416058	SPAdes-MetaBAT2Refined-S15.27
NODE_31108_length_2109_cov_3.153846	SPAdes-MetaBAT2Refined-S15.27
NODE_31115_length_2108_cov_5.993668	SPAdes-MetaBAT2Refined-S15.27
NODE_31216_length_2102_cov_4.686859	SPAdes-MetaBAT2Refined-S15.27
NODE_31227_length_2101_cov_9.208211	SPAdes-MetaBAT2Refined-S15.27
NODE_31261_length_2099_cov_7.432485	SPAdes-MetaBAT2Refined-S15.27
NODE_31338_length_2094_cov_5.819029	SPAdes-MetaBAT2Refined-S15.27
NODE_31345_length_2094_cov_3.261403	SPAdes-MetaBAT2Refined-S15.27
NODE_31354_length_2093_cov_7.190873	SPAdes-MetaBAT2Refined-S15.27
NODE_31385_length_2091_cov_4.438605	SPAdes-MetaBAT2Refined-S15.27
NODE_31421_length_2089_cov_4.777286	SPAdes-MetaBAT2Refined-S15.27
NODE_31436_length_2088_cov_5.654206	SPAdes-MetaBAT2Refined-S15.27
NODE_31459_length_2087_cov_6.656004	SPAdes-MetaBAT2Refined-S15.27
NODE_31460_length_2087_cov_6.426673	SPAdes-MetaBAT2Refined-S15.27
NODE_31500_length_2085_cov_7.393103	SPAdes-MetaBAT2Refined-S15.27
NODE_31502_length_2085_cov_4.918227	SPAdes-MetaBAT2Refined-S15.27
NODE_31525_length_2084_cov_6.069000	SPAdes-MetaBAT2Refined-S15.27
NODE_31581_length_2081_cov_4.352419	SPAdes-MetaBAT2Refined-S15.27
NODE_31597_length_2080_cov_6.013827	SPAdes-MetaBAT2Refined-S15.27
NODE_31600_length_2080_cov_3.981235	SPAdes-MetaBAT2Refined-S15.27
NODE_31612_length_2079_cov_7.575099	SPAdes-MetaBAT2Refined-S15.27
NODE_31629_length_2078_cov_5.047949	SPAdes-MetaBAT2Refined-S15.27
NODE_31739_length_2071_cov_4.342758	SPAdes-MetaBAT2Refined-S15.27
NODE_31844_length_2065_cov_7.041791	SPAdes-MetaBAT2Refined-S15.27
NODE_31859_length_2064_cov_5.911896	SPAdes-MetaBAT2Refined-S15.27
NODE_31892_length_2062_cov_6.108122	SPAdes-MetaBAT2Refined-S15.27
NODE_31893_length_2062_cov_5.798705	SPAdes-MetaBAT2Refined-S15.27
NODE_32000_length_2057_cov_3.283217	SPAdes-MetaBAT2Refined-S15.27
NODE_32036_length_2055_cov_5.868500	SPAdes-MetaBAT2Refined-S15.27
NODE_32038_length_2055_cov_5.495500	SPAdes-MetaBAT2Refined-S15.27
NODE_32157_length_2049_cov_2.915747	SPAdes-MetaBAT2Refined-S15.27
NODE_32229_length_2045_cov_6.113568	SPAdes-MetaBAT2Refined-S15.27
NODE_3224_length_20151_cov_6.079170	SPAdes-MetaBAT2Refined-S15.27
NODE_32299_length_2041_cov_5.853474	SPAdes-MetaBAT2Refined-S15.27
NODE_32304_length_2041_cov_3.870594	SPAdes-MetaBAT2Refined-S15.27
NODE_32409_length_2034_cov_6.725619	SPAdes-MetaBAT2Refined-S15.27
NODE_32414_length_2034_cov_4.287519	SPAdes-MetaBAT2Refined-S15.27
NODE_3242_length_20066_cov_5.165259	SPAdes-MetaBAT2Refined-S15.27
NODE_32455_length_2031_cov_5.597166	SPAdes-MetaBAT2Refined-S15.27
NODE_3245_length_20055_cov_5.714450	SPAdes-MetaBAT2Refined-S15.27
NODE_32494_length_2029_cov_4.725937	SPAdes-MetaBAT2Refined-S15.27
NODE_32509_length_2029_cov_2.315603	SPAdes-MetaBAT2Refined-S15.27
NODE_3253_length_20007_cov_6.081947	SPAdes-MetaBAT2Refined-S15.27
NODE_32681_length_2019_cov_6.624236	SPAdes-MetaBAT2Refined-S15.27
NODE_32692_length_2019_cov_2.520876	SPAdes-MetaBAT2Refined-S15.27
NODE_32736_length_2016_cov_3.252932	SPAdes-MetaBAT2Refined-S15.27
NODE_32744_length_2015_cov_6.736224	SPAdes-MetaBAT2Refined-S15.27
NODE_32806_length_2012_cov_5.320388	SPAdes-MetaBAT2Refined-S15.27
NODE_32961_length_2003_cov_3.496407	SPAdes-MetaBAT2Refined-S15.27
NODE_33029_length_1999_cov_5.241770	SPAdes-MetaBAT2Refined-S15.27
NODE_3308_length_19732_cov_5.929918	SPAdes-MetaBAT2Refined-S15.27
NODE_33095_length_1995_cov_7.341753	SPAdes-MetaBAT2Refined-S15.27
NODE_33115_length_1994_cov_4.598247	SPAdes-MetaBAT2Refined-S15.27
NODE_33132_length_1993_cov_6.380805	SPAdes-MetaBAT2Refined-S15.27
NODE_33251_length_1986_cov_5.183325	SPAdes-MetaBAT2Refined-S15.27
NODE_33260_length_1986_cov_3.464526	SPAdes-MetaBAT2Refined-S15.27
NODE_3329_length_19649_cov_6.331938	SPAdes-MetaBAT2Refined-S15.27
NODE_33408_length_1978_cov_2.623505	SPAdes-MetaBAT2Refined-S15.27
NODE_33466_length_1974_cov_3.492965	SPAdes-MetaBAT2Refined-S15.27
NODE_33471_length_1974_cov_3.078687	SPAdes-MetaBAT2Refined-S15.27
NODE_33487_length_1973_cov_3.279979	SPAdes-MetaBAT2Refined-S15.27
NODE_33521_length_1971_cov_6.146660	SPAdes-MetaBAT2Refined-S15.27
NODE_33600_length_1967_cov_4.367155	SPAdes-MetaBAT2Refined-S15.27
NODE_33656_length_1964_cov_5.395495	SPAdes-MetaBAT2Refined-S15.27
NODE_33677_length_1963_cov_5.436059	SPAdes-MetaBAT2Refined-S15.27
NODE_33719_length_1961_cov_5.805352	SPAdes-MetaBAT2Refined-S15.27
NODE_33720_length_1961_cov_4.930745	SPAdes-MetaBAT2Refined-S15.27
NODE_33741_length_1960_cov_5.919160	SPAdes-MetaBAT2Refined-S15.27
NODE_33752_length_1959_cov_11.384454	SPAdes-MetaBAT2Refined-S15.27
NODE_33754_length_1959_cov_5.129727	SPAdes-MetaBAT2Refined-S15.27
NODE_33854_length_1953_cov_6.564805	SPAdes-MetaBAT2Refined-S15.27
NODE_33931_length_1949_cov_4.993136	SPAdes-MetaBAT2Refined-S15.27
NODE_33948_length_1948_cov_7.497095	SPAdes-MetaBAT2Refined-S15.27
NODE_3394_length_19387_cov_6.906011	SPAdes-MetaBAT2Refined-S15.27
NODE_33950_length_1948_cov_7.072900	SPAdes-MetaBAT2Refined-S15.27
NODE_3395_length_19380_cov_5.494748	SPAdes-MetaBAT2Refined-S15.27
NODE_34013_length_1944_cov_6.156697	SPAdes-MetaBAT2Refined-S15.27
NODE_34098_length_1940_cov_7.283820	SPAdes-MetaBAT2Refined-S15.27
NODE_34118_length_1939_cov_7.385881	SPAdes-MetaBAT2Refined-S15.27
NODE_34159_length_1937_cov_2.391073	SPAdes-MetaBAT2Refined-S15.27
NODE_34163_length_1936_cov_7.348219	SPAdes-MetaBAT2Refined-S15.27
NODE_34166_length_1936_cov_5.442318	SPAdes-MetaBAT2Refined-S15.27
NODE_34183_length_1935_cov_6.221809	SPAdes-MetaBAT2Refined-S15.27
NODE_34273_length_1931_cov_3.904051	SPAdes-MetaBAT2Refined-S15.27
NODE_3433_length_19177_cov_5.987554	SPAdes-MetaBAT2Refined-S15.27
NODE_34351_length_1928_cov_3.427656	SPAdes-MetaBAT2Refined-S15.27
NODE_34399_length_1925_cov_4.748663	SPAdes-MetaBAT2Refined-S15.27
NODE_34415_length_1924_cov_6.292670	SPAdes-MetaBAT2Refined-S15.27
NODE_34477_length_1922_cov_2.952866	SPAdes-MetaBAT2Refined-S15.27
NODE_34487_length_1921_cov_5.799571	SPAdes-MetaBAT2Refined-S15.27
NODE_34544_length_1919_cov_5.312232	SPAdes-MetaBAT2Refined-S15.27
NODE_34604_length_1916_cov_4.288017	SPAdes-MetaBAT2Refined-S15.27
NODE_34607_length_1916_cov_3.764105	SPAdes-MetaBAT2Refined-S15.27
NODE_34619_length_1916_cov_2.211714	SPAdes-MetaBAT2Refined-S15.27
NODE_34651_length_1914_cov_5.618074	SPAdes-MetaBAT2Refined-S15.27
NODE_34676_length_1913_cov_6.197524	SPAdes-MetaBAT2Refined-S15.27
NODE_34694_length_1912_cov_6.108778	SPAdes-MetaBAT2Refined-S15.27
NODE_34719_length_1911_cov_8.293103	SPAdes-MetaBAT2Refined-S15.27
NODE_34782_length_1908_cov_5.289800	SPAdes-MetaBAT2Refined-S15.27
NODE_34917_length_1901_cov_4.978332	SPAdes-MetaBAT2Refined-S15.27
NODE_34957_length_1899_cov_5.367679	SPAdes-MetaBAT2Refined-S15.27
NODE_34959_length_1899_cov_4.065076	SPAdes-MetaBAT2Refined-S15.27
NODE_34963_length_1899_cov_3.742408	SPAdes-MetaBAT2Refined-S15.27
NODE_35027_length_1896_cov_3.069527	SPAdes-MetaBAT2Refined-S15.27
NODE_35029_length_1896_cov_2.705052	SPAdes-MetaBAT2Refined-S15.27
NODE_35129_length_1890_cov_7.159673	SPAdes-MetaBAT2Refined-S15.27
NODE_35150_length_1889_cov_4.488550	SPAdes-MetaBAT2Refined-S15.27
NODE_35207_length_1886_cov_3.898962	SPAdes-MetaBAT2Refined-S15.27
NODE_35247_length_1883_cov_10.408643	SPAdes-MetaBAT2Refined-S15.27
NODE_35289_length_1881_cov_5.351588	SPAdes-MetaBAT2Refined-S15.27
NODE_35363_length_1878_cov_4.570488	SPAdes-MetaBAT2Refined-S15.27
NODE_35370_length_1878_cov_3.501920	SPAdes-MetaBAT2Refined-S15.27
NODE_35422_length_1875_cov_7.369780	SPAdes-MetaBAT2Refined-S15.27
NODE_35505_length_1871_cov_5.297907	SPAdes-MetaBAT2Refined-S15.27
NODE_35539_length_1870_cov_3.423691	SPAdes-MetaBAT2Refined-S15.27
NODE_3556_length_18707_cov_6.057527	SPAdes-MetaBAT2Refined-S15.27
NODE_35583_length_1868_cov_6.498069	SPAdes-MetaBAT2Refined-S15.27
NODE_35602_length_1867_cov_7.363135	SPAdes-MetaBAT2Refined-S15.27
NODE_35644_length_1865_cov_6.745304	SPAdes-MetaBAT2Refined-S15.27
NODE_35729_length_1861_cov_5.146733	SPAdes-MetaBAT2Refined-S15.27
NODE_35766_length_1859_cov_5.411308	SPAdes-MetaBAT2Refined-S15.27
NODE_35796_length_1858_cov_2.924016	SPAdes-MetaBAT2Refined-S15.27
NODE_35811_length_1857_cov_3.741953	SPAdes-MetaBAT2Refined-S15.27
NODE_35812_length_1857_cov_3.699778	SPAdes-MetaBAT2Refined-S15.27
NODE_3583_length_18585_cov_6.175553	SPAdes-MetaBAT2Refined-S15.27
NODE_35874_length_1854_cov_5.572540	SPAdes-MetaBAT2Refined-S15.27
NODE_35886_length_1854_cov_2.941078	SPAdes-MetaBAT2Refined-S15.27
NODE_35972_length_1849_cov_4.017280	SPAdes-MetaBAT2Refined-S15.27
NODE_36133_length_1841_cov_10.533595	SPAdes-MetaBAT2Refined-S15.27
NODE_36144_length_1841_cov_3.475364	SPAdes-MetaBAT2Refined-S15.27
NODE_36220_length_1837_cov_5.563412	SPAdes-MetaBAT2Refined-S15.27
NODE_36221_length_1837_cov_4.842312	SPAdes-MetaBAT2Refined-S15.27
NODE_36222_length_1837_cov_4.537598	SPAdes-MetaBAT2Refined-S15.27
NODE_36227_length_1837_cov_3.871493	SPAdes-MetaBAT2Refined-S15.27
NODE_36235_length_1837_cov_2.936027	SPAdes-MetaBAT2Refined-S15.27
NODE_36265_length_1836_cov_2.609208	SPAdes-MetaBAT2Refined-S15.27
NODE_36273_length_1835_cov_5.153371	SPAdes-MetaBAT2Refined-S15.27
NODE_36356_length_1832_cov_3.332583	SPAdes-MetaBAT2Refined-S15.27
NODE_36386_length_1831_cov_3.260698	SPAdes-MetaBAT2Refined-S15.27
NODE_36552_length_1823_cov_9.110294	SPAdes-MetaBAT2Refined-S15.27
NODE_36571_length_1822_cov_4.480475	SPAdes-MetaBAT2Refined-S15.27
NODE_36590_length_1821_cov_4.456965	SPAdes-MetaBAT2Refined-S15.27
NODE_36612_length_1820_cov_6.048725	SPAdes-MetaBAT2Refined-S15.27
NODE_36665_length_1818_cov_5.449801	SPAdes-MetaBAT2Refined-S15.27
NODE_36721_length_1816_cov_6.277683	SPAdes-MetaBAT2Refined-S15.27
NODE_36886_length_1809_cov_5.804447	SPAdes-MetaBAT2Refined-S15.27
NODE_36892_length_1809_cov_4.003991	SPAdes-MetaBAT2Refined-S15.27
NODE_36940_length_1807_cov_6.372717	SPAdes-MetaBAT2Refined-S15.27
NODE_36980_length_1805_cov_5.046286	SPAdes-MetaBAT2Refined-S15.27
NODE_37042_length_1803_cov_3.262014	SPAdes-MetaBAT2Refined-S15.27
NODE_37167_length_1797_cov_5.231917	SPAdes-MetaBAT2Refined-S15.27
NODE_37222_length_1794_cov_10.520989	SPAdes-MetaBAT2Refined-S15.27
NODE_37256_length_1793_cov_5.981013	SPAdes-MetaBAT2Refined-S15.27
NODE_37257_length_1793_cov_5.020138	SPAdes-MetaBAT2Refined-S15.27
NODE_37277_length_1792_cov_6.509499	SPAdes-MetaBAT2Refined-S15.27
NODE_3734_length_18001_cov_6.280898	SPAdes-MetaBAT2Refined-S15.27
NODE_37362_length_1788_cov_6.518177	SPAdes-MetaBAT2Refined-S15.27
NODE_37366_length_1788_cov_4.256780	SPAdes-MetaBAT2Refined-S15.27
NODE_37374_length_1788_cov_2.698211	SPAdes-MetaBAT2Refined-S15.27
NODE_3739_length_17983_cov_6.440596	SPAdes-MetaBAT2Refined-S15.27
NODE_37421_length_1786_cov_3.175043	SPAdes-MetaBAT2Refined-S15.27
NODE_37464_length_1784_cov_4.617698	SPAdes-MetaBAT2Refined-S15.27
NODE_37532_length_1782_cov_5.248987	SPAdes-MetaBAT2Refined-S15.27
NODE_37640_length_1777_cov_4.549942	SPAdes-MetaBAT2Refined-S15.27
NODE_37659_length_1776_cov_4.785590	SPAdes-MetaBAT2Refined-S15.27
NODE_37682_length_1775_cov_6.189535	SPAdes-MetaBAT2Refined-S15.27
NODE_37756_length_1773_cov_2.642026	SPAdes-MetaBAT2Refined-S15.27
NODE_37771_length_1772_cov_2.849738	SPAdes-MetaBAT2Refined-S15.27
NODE_37798_length_1771_cov_2.636946	SPAdes-MetaBAT2Refined-S15.27
NODE_37888_length_1767_cov_7.189836	SPAdes-MetaBAT2Refined-S15.27
NODE_37891_length_1767_cov_4.983645	SPAdes-MetaBAT2Refined-S15.27
NODE_37908_length_1767_cov_2.949766	SPAdes-MetaBAT2Refined-S15.27
NODE_37918_length_1766_cov_6.141438	SPAdes-MetaBAT2Refined-S15.27
NODE_37924_length_1766_cov_3.637054	SPAdes-MetaBAT2Refined-S15.27
NODE_37958_length_1764_cov_5.940901	SPAdes-MetaBAT2Refined-S15.27
NODE_38029_length_1762_cov_3.036321	SPAdes-MetaBAT2Refined-S15.27
NODE_38068_length_1760_cov_7.223460	SPAdes-MetaBAT2Refined-S15.27
NODE_38140_length_1757_cov_3.237368	SPAdes-MetaBAT2Refined-S15.27
NODE_3814_length_17684_cov_5.612400	SPAdes-MetaBAT2Refined-S15.27
NODE_38157_length_1756_cov_5.585538	SPAdes-MetaBAT2Refined-S15.27
NODE_38160_length_1756_cov_4.474427	SPAdes-MetaBAT2Refined-S15.27
NODE_38171_length_1756_cov_3.486185	SPAdes-MetaBAT2Refined-S15.27
NODE_38192_length_1755_cov_7.185294	SPAdes-MetaBAT2Refined-S15.27
NODE_38306_length_1751_cov_3.099646	SPAdes-MetaBAT2Refined-S15.27
NODE_38338_length_1749_cov_5.089138	SPAdes-MetaBAT2Refined-S15.27
NODE_38341_length_1749_cov_3.978158	SPAdes-MetaBAT2Refined-S15.27
NODE_38419_length_1746_cov_3.342401	SPAdes-MetaBAT2Refined-S15.27
NODE_38420_length_1746_cov_3.308693	SPAdes-MetaBAT2Refined-S15.27
NODE_38439_length_1745_cov_4.463314	SPAdes-MetaBAT2Refined-S15.27
NODE_38457_length_1744_cov_5.232090	SPAdes-MetaBAT2Refined-S15.27
NODE_38503_length_1743_cov_1.843602	SPAdes-MetaBAT2Refined-S15.27
NODE_38510_length_1742_cov_5.831061	SPAdes-MetaBAT2Refined-S15.27
NODE_38547_length_1741_cov_3.264531	SPAdes-MetaBAT2Refined-S15.27
NODE_38696_length_1735_cov_1.907738	SPAdes-MetaBAT2Refined-S15.27
NODE_38769_length_1732_cov_3.189624	SPAdes-MetaBAT2Refined-S15.27
NODE_38811_length_1730_cov_6.488955	SPAdes-MetaBAT2Refined-S15.27
NODE_38821_length_1730_cov_3.696119	SPAdes-MetaBAT2Refined-S15.27
NODE_38831_length_1730_cov_2.826269	SPAdes-MetaBAT2Refined-S15.27
NODE_38889_length_1727_cov_7.511962	SPAdes-MetaBAT2Refined-S15.27
NODE_38959_length_1724_cov_5.685440	SPAdes-MetaBAT2Refined-S15.27
NODE_38995_length_1723_cov_2.363309	SPAdes-MetaBAT2Refined-S15.27
NODE_39195_length_1715_cov_2.936747	SPAdes-MetaBAT2Refined-S15.27
NODE_39202_length_1715_cov_2.316867	SPAdes-MetaBAT2Refined-S15.27
NODE_39219_length_1714_cov_3.731163	SPAdes-MetaBAT2Refined-S15.27
NODE_3925_length_17202_cov_6.798799	SPAdes-MetaBAT2Refined-S15.27
NODE_39260_length_1712_cov_7.192517	SPAdes-MetaBAT2Refined-S15.27
NODE_39330_length_1709_cov_6.354293	SPAdes-MetaBAT2Refined-S15.27
NODE_39367_length_1708_cov_4.255898	SPAdes-MetaBAT2Refined-S15.27
NODE_39413_length_1706_cov_8.000606	SPAdes-MetaBAT2Refined-S15.27
NODE_39479_length_1704_cov_6.494239	SPAdes-MetaBAT2Refined-S15.27
NODE_39509_length_1703_cov_5.019417	SPAdes-MetaBAT2Refined-S15.27
NODE_39582_length_1700_cov_6.546505	SPAdes-MetaBAT2Refined-S15.27
NODE_39618_length_1699_cov_3.190998	SPAdes-MetaBAT2Refined-S15.27
NODE_39665_length_1697_cov_5.789890	SPAdes-MetaBAT2Refined-S15.27
NODE_39698_length_1696_cov_3.306520	SPAdes-MetaBAT2Refined-S15.27
NODE_39793_length_1692_cov_5.110568	SPAdes-MetaBAT2Refined-S15.27
NODE_39813_length_1691_cov_3.440098	SPAdes-MetaBAT2Refined-S15.27
NODE_39894_length_1688_cov_3.662584	SPAdes-MetaBAT2Refined-S15.27
NODE_39915_length_1687_cov_5.362132	SPAdes-MetaBAT2Refined-S15.27
NODE_39937_length_1686_cov_5.360515	SPAdes-MetaBAT2Refined-S15.27
NODE_40047_length_1682_cov_6.655194	SPAdes-MetaBAT2Refined-S15.27
NODE_40050_length_1682_cov_5.652120	SPAdes-MetaBAT2Refined-S15.27
NODE_40062_length_1682_cov_2.998156	SPAdes-MetaBAT2Refined-S15.27
NODE_40067_length_1682_cov_2.598648	SPAdes-MetaBAT2Refined-S15.27
NODE_40103_length_1681_cov_2.623001	SPAdes-MetaBAT2Refined-S15.27
NODE_40111_length_1680_cov_5.574154	SPAdes-MetaBAT2Refined-S15.27
NODE_40126_length_1680_cov_2.931077	SPAdes-MetaBAT2Refined-S15.27
NODE_40197_length_1677_cov_6.647965	SPAdes-MetaBAT2Refined-S15.27
NODE_40218_length_1677_cov_3.024661	SPAdes-MetaBAT2Refined-S15.27
NODE_40224_length_1676_cov_6.008637	SPAdes-MetaBAT2Refined-S15.27
NODE_40308_length_1673_cov_6.296663	SPAdes-MetaBAT2Refined-S15.27
NODE_40327_length_1672_cov_6.905999	SPAdes-MetaBAT2Refined-S15.27
NODE_40407_length_1669_cov_9.301115	SPAdes-MetaBAT2Refined-S15.27
NODE_40442_length_1668_cov_4.214507	SPAdes-MetaBAT2Refined-S15.27
NODE_40480_length_1666_cov_5.988827	SPAdes-MetaBAT2Refined-S15.27
NODE_40485_length_1666_cov_3.882061	SPAdes-MetaBAT2Refined-S15.27
NODE_40536_length_1664_cov_2.605966	SPAdes-MetaBAT2Refined-S15.27
NODE_40551_length_1663_cov_5.205224	SPAdes-MetaBAT2Refined-S15.27
NODE_40589_length_1662_cov_3.334785	SPAdes-MetaBAT2Refined-S15.27
NODE_40604_length_1661_cov_5.655044	SPAdes-MetaBAT2Refined-S15.27
NODE_40651_length_1659_cov_7.239401	SPAdes-MetaBAT2Refined-S15.27
NODE_40656_length_1659_cov_4.125312	SPAdes-MetaBAT2Refined-S15.27
NODE_40663_length_1659_cov_3.341022	SPAdes-MetaBAT2Refined-S15.27
NODE_40688_length_1658_cov_4.524641	SPAdes-MetaBAT2Refined-S15.27
NODE_40694_length_1658_cov_3.880848	SPAdes-MetaBAT2Refined-S15.27
NODE_40768_length_1655_cov_6.982500	SPAdes-MetaBAT2Refined-S15.27
NODE_40907_length_1650_cov_8.850157	SPAdes-MetaBAT2Refined-S15.27
NODE_4092_length_16696_cov_5.786071	SPAdes-MetaBAT2Refined-S15.27
NODE_40995_length_1647_cov_7.297111	SPAdes-MetaBAT2Refined-S15.27
NODE_4099_length_16661_cov_6.217211	SPAdes-MetaBAT2Refined-S15.27
NODE_41032_length_1646_cov_3.978001	SPAdes-MetaBAT2Refined-S15.27
NODE_41102_length_1644_cov_3.415985	SPAdes-MetaBAT2Refined-S15.27
NODE_4112_length_16604_cov_5.745000	SPAdes-MetaBAT2Refined-S15.27
NODE_41156_length_1642_cov_6.247637	SPAdes-MetaBAT2Refined-S15.27
NODE_4117_length_16595_cov_6.128658	SPAdes-MetaBAT2Refined-S15.27
NODE_41239_length_1640_cov_2.707886	SPAdes-MetaBAT2Refined-S15.27
NODE_41278_length_1638_cov_6.140240	SPAdes-MetaBAT2Refined-S15.27
NODE_41309_length_1637_cov_5.100506	SPAdes-MetaBAT2Refined-S15.27
NODE_4138_length_16519_cov_6.259840	SPAdes-MetaBAT2Refined-S15.27
NODE_41417_length_1634_cov_2.864471	SPAdes-MetaBAT2Refined-S15.27
NODE_41466_length_1632_cov_6.107166	SPAdes-MetaBAT2Refined-S15.27
NODE_41485_length_1631_cov_5.816624	SPAdes-MetaBAT2Refined-S15.27
NODE_41494_length_1631_cov_3.223350	SPAdes-MetaBAT2Refined-S15.27
NODE_41515_length_1630_cov_5.029841	SPAdes-MetaBAT2Refined-S15.27
NODE_41583_length_1628_cov_4.329943	SPAdes-MetaBAT2Refined-S15.27
NODE_41597_length_1628_cov_2.526383	SPAdes-MetaBAT2Refined-S15.27
NODE_41605_length_1627_cov_4.938295	SPAdes-MetaBAT2Refined-S15.27
NODE_41616_length_1627_cov_3.097328	SPAdes-MetaBAT2Refined-S15.27
NODE_4162_length_16445_cov_6.248627	SPAdes-MetaBAT2Refined-S15.27
NODE_41640_length_1625_cov_7.633758	SPAdes-MetaBAT2Refined-S15.27
NODE_41641_length_1625_cov_5.591720	SPAdes-MetaBAT2Refined-S15.27
NODE_41672_length_1624_cov_4.541746	SPAdes-MetaBAT2Refined-S15.27
NODE_41684_length_1624_cov_3.123646	SPAdes-MetaBAT2Refined-S15.27
NODE_41756_length_1621_cov_3.745849	SPAdes-MetaBAT2Refined-S15.27
NODE_41770_length_1620_cov_7.267093	SPAdes-MetaBAT2Refined-S15.27
